"", "ID1", "Year", "ID2", "Latitude", "Longitude", "Elevation", "Tmax01", "Tmax02", "Tmax03", "Tmax04", "Tmax05", "Tmax06", "Tmax07", "Tmax08", "Tmax09", "Tmax10", "Tmax11", "Tmax12", "Tmin01", "Tmin02", "Tmin03", "Tmin04", "Tmin05", "Tmin06", "Tmin07", "Tmin08", "Tmin09", "Tmin10", "Tmin11", "Tmin12", "Tave01", "Tave02", "Tave03", "Tave04", "Tave05", "Tave06", "Tave07", "Tave08", "Tave09", "Tave10", "Tave11", "Tave12", "PPT01", "PPT02", "PPT03", "PPT04", "PPT05", "PPT06", "PPT07", "PPT08", "PPT09", "PPT10", "PPT11", "PPT12", "DD_0_01", "DD_0_02", "DD_0_03", "DD_0_04", "DD_0_05", "DD_0_06", "DD_0_07", "DD_0_08", "DD_0_09", "DD_0_10", "DD_0_11", "DD_0_12", "DD5_01", "DD5_02", "DD5_03", "DD5_04", "DD5_05", "DD5_06", "DD5_07", "DD5_08", "DD5_09", "DD5_10", "DD5_11", "DD5_12", "DD_18_01", "DD_18_02", "DD_18_03", "DD_18_04", "DD_18_04", "DD_18_05", "DD_18_06", "DD_18_07", "DD_18_08", "DD_18_09", "DD_18_10", "DD_18_11", "DD_18_12", "DD18_01", "DD18_02", "DD18_03", "DD18_04", "DD18_05", "DD18_06", "DD18_07", "DD18_08", "DD18_09", "DD18_10", "DD18_11", "DD18_12", "NFFD01", "NFFD02", "NFFD03", "NFFD04", "NFFD05", "NFFD06", "NFFD07", "NFFD08", "NFFD09", "NFFD10", "NFFD11", "NFFD12", "PAS01", "PAS02", "PAS03", "PAS04", "PAS05", "PAS06", "PAS07", "PAS08", "PAS09", "PAS10", "PAS11", "PAS12", "Eref01", "Eref02", "Eref03", "Eref04", "Eref05", "Eref06", "Eref07", "Eref08", "Eref09", "Eref10", "Eref11", "Eref12", "CMD01", "CMD02", "CMD03", "CMD04", "CMD05", "CMD06", "CMD07", "CMD08", "CMD09", "CMD10", "CMD11", "CMD12", "RH01", "RH02", "RH03", "RH04", "RH05", "RH06", "RH07", "RH08", "RH09", "RH10", "RH11", "RH12", "NA_L1NAME"
"882605", "ak055.crn", 1955, "ARSC", 63.08333, -147.8667, 100, -7, -12.1, -5.1, 0.6, 10.3, 16.2, 21.3, 17.4, 12.3, 1.1, -15.7, -13.9, -19.7, -24.2, -20.1, -14, -2.8, 2.8, 6.3, 3.7, -0.8, -9.7, -26, -26.4, -13.4, -18.2, -12.6, -6.7, 3.7, 9.5, 13.8, 10.5, 5.8, -4.3, -20.8, -20.2, 23, 32, 20, 8, 12, 34, 18, 162, 31, 18, 4, 44, 417, 509, 394, 210, 11, 0, 0, 0, 4, 158, 620, 624, 0, 0, 0, 2, 31, 138, 273, 170, 57, 4, 0, 0, 972, 1009, 950, 741, 741, 442, 255, 132, 233, 368, 694, 1163, 1178, 0, 0, 0, 0, 0, 1, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 6, 23, 30, 27, 12, 1, 0, 0, 22, 32, 20, 8, 5, 1, 0, 7, 19, 7, 3, 15, 0, 0, 0, 0, 64, 90, 106, 71, 34, 0, 0, 0, 0, 0, 0, 0, 52, 55, 88, 0, 4, 0, 0, 0, 47, 47, 40, 44, 55, 58, 55, 57, 57, 57, 53, 47, "NORTHWESTERN FORESTED MOUNTAINS"
"882820", "ak055.crn", 1997, "ARSC", 63.08333, -147.8667, 100, -15.1, -2.7, -6.1, 6.8, 13.8, 20.7, 22.2, 18.7, 15, -1.9, -5.9, -10.8, -25.5, -13.5, -23.2, -10.1, -2, 5, 8, 6.9, 0.2, -13.4, -14.3, -22.3, -20.3, -8.1, -14.7, -1.7, 5.9, 12.8, 15.1, 12.8, 7.6, -7.6, -10.1, -16.6, 13, 15, 5, 3, 4, 27, 21, 153, 40, 11, 5, 14, 629, 237, 457, 90, 3, 0, 0, 0, 2, 215, 302, 514, 0, 2, 0, 8, 61, 235, 313, 244, 93, 1, 1, 0, 1183, 728, 1015, 589, 589, 375, 153, 99, 162, 313, 798, 841, 1067, 0, 0, 0, 0, 1, 5, 9, 4, 1, 0, 0, 0, 0, 0, 0, 0, 8, 28, 31, 30, 15, 0, 0, 0, 13, 14, 5, 3, 1, 0, 0, 3, 13, 13, 4, 6, 0, 0, 0, 0, 77, 108, 108, 71, 39, 0, 0, 0, 0, 0, 0, 0, 72, 81, 87, 0, 0, 0, 0, 0, 52, 55, 33, 41, 49, 53, 57, 63, 53, 53, 64, 53, "NORTHWESTERN FORESTED MOUNTAINS"
"883035", "ak055.crn", 1905, "ARSC", 63.08333, -147.8667, 100, -12.5, -6.1, -1.7, 7, 13.3, 17.2, 18.1, 18.2, 8.3, 0.6, -3.1, -12.2, -22.5, -17.1, -15.5, -8.9, -2.2, 4.8, 6.3, 3.9, -2.6, -9.7, -14.8, -25.2, -17.5, -11.6, -8.6, -0.9, 5.6, 11, 12.2, 11, 2.8, -4.5, -8.9, -18.7, 30, 16, 12, 7, 7, 36, 54, 124, 39, 16, 9, 11, 543, 327, 269, 74, 4, 0, 0, 0, 14, 163, 244, 579, 0, 1, 2, 10, 55, 181, 225, 185, 24, 3, 1, 0, 1097, 825, 826, 567, 567, 386, 210, 179, 218, 456, 701, 807, 1133, 0, 0, 0, 0, 1, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 7, 27, 30, 27, 7, 1, 0, 0, 30, 16, 12, 6, 2, 1, 1, 4, 12, 13, 4, 14, 0, 0, 0, 0, 75, 91, 89, 73, 28, 0, 0, 0, 0, 0, 0, 0, 68, 55, 36, 0, 0, 0, 0, 0, 55, 53, 45, 44, 50, 61, 63, 56, 62, 59, 52, 57, "NORTHWESTERN FORESTED MOUNTAINS"
"883250", "ak055.crn", 1922, "ARSC", 63.08333, -147.8667, 100, -11.3, -11.2, -8.5, 2.6, 10, 15.9, 17.2, 16.9, 9.9, 3.6, -8.1, -14, -21.1, -22.8, -24.6, -11.4, -4.8, 2.2, 5, 2.6, -3.6, -5.5, -17.1, -23, -16.2, -17, -16.6, -4.4, 2.6, 9.1, 11.1, 9.7, 3.1, -0.9, -12.6, -18.5, 28, 14, 18, 10, 4, 16, 68, 81, 45, 19, 5, 4, 504, 477, 515, 158, 19, 1, 0, 0, 12, 77, 376, 574, 0, 0, 0, 3, 21, 125, 188, 144, 26, 10, 0, 0, 1058, 976, 1073, 671, 671, 478, 269, 214, 258, 446, 589, 916, 1128, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22, 29, 24, 5, 3, 0, 0, 28, 14, 18, 10, 3, 1, 2, 4, 15, 36, 1, 19, 0, 0, 0, 0, 64, 89, 88, 70, 31, 0, 0, 0, 0, 0, 0, 0, 59, 72, 20, 0, 0, 0, 0, 0, 56, 49, 35, 47, 50, 57, 61, 55, 54, 65, 61, 55, "NORTHWESTERN FORESTED MOUNTAINS"
"883465", "ak055.crn", 1972, "ARSC", 63.08333, -147.8667, 100, -19.2, -14.7, -12, -2, 10.4, 17.4, 22, 19.5, 9.9, 0.2, -9, -14.2, -28.8, -26.6, -26.1, -17.9, -2.7, 2.8, 7.2, 5.7, -3, -8.8, -17.4, -22.6, -24, -20.7, -19, -9.9, 3.9, 10.1, 14.6, 12.6, 3.5, -4.3, -13.2, -18.4, 11, 12, 14, 6, 3, 30, 21, 47, 93, 15, 4, 14, 743, 579, 592, 303, 10, 0, 0, 0, 11, 158, 394, 571, 0, 0, 0, 1, 32, 155, 295, 238, 29, 4, 0, 0, 1297, 1078, 1150, 837, 837, 438, 237, 112, 168, 436, 694, 935, 1125, 0, 0, 0, 0, 0, 1, 7, 3, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23, 31, 30, 6, 1, 0, 0, 11, 12, 14, 6, 1, 1, 0, 1, 13, 28, 6, 16, 0, 0, 0, 0, 64, 95, 108, 76, 31, 0, 0, 0, 0, 0, 0, 0, 61, 65, 88, 28, 0, 0, 0, 0, 54, 47, 40, 38, 56, 55, 55, 58, 56, 63, 63, 50, "NORTHWESTERN FORESTED MOUNTAINS"
"883680", "ak055.crn", 1964, "ARSC", 63.08333, -147.8667, 100, -13.8, -8, -10.1, 1.4, 7.5, 19.2, 19.3, 17.6, 13.2, 2.2, -7.2, -20.1, -26.1, -20.1, -27.3, -12.4, -6.8, 3.6, 5.6, 4.6, -1, -7.9, -18.8, -32.2, -19.9, -14, -18.7, -5.5, 0.3, 11.4, 12.4, 11.1, 6.1, -2.8, -13, -26.1, 7, 22, 14, 19, 6, 28, 35, 68, 48, 15, 12, 15, 618, 395, 582, 184, 51, 0, 0, 0, 4, 122, 389, 808, 0, 0, 0, 2, 10, 194, 232, 188, 63, 6, 0, 0, 1173, 893, 1140, 704, 704, 547, 198, 173, 215, 358, 648, 929, 1364, 0, 0, 0, 0, 0, 2, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 25, 30, 28, 11, 1, 0, 0, 7, 22, 14, 18, 4, 0, 1, 2, 2, 20, 1, 10, 0, 0, 0, 0, 56, 103, 97, 70, 36, 0, 0, 0, 0, 0, 0, 0, 50, 75, 62, 2, 0, 0, 0, 0, 46, 49, 31, 47, 49, 52, 58, 59, 54, 60, 51, 50, "NORTHWESTERN FORESTED MOUNTAINS"
"883895", "ak055.crn", 1976, "ARSC", 63.08333, -147.8667, 100, -13.3, -15.1, -6.2, 5.3, 11.5, 19.6, 20.5, 20, 12.7, 0.9, -2, -9.5, -23.6, -27.7, -19.3, -9.3, -2.7, 3.6, 6.1, 4.9, -1.5, -9.2, -11.5, -19.2, -18.5, -21.4, -12.7, -2, 4.4, 11.6, 13.3, 12.5, 5.6, -4.2, -6.8, -14.4, 22, 4, 17, 6, 9, 10, 35, 63, 47, 20, 13, 8, 573, 600, 397, 98, 8, 0, 0, 0, 4, 155, 212, 446, 0, 0, 0, 7, 38, 197, 259, 233, 55, 4, 2, 0, 1128, 1100, 954, 599, 599, 422, 194, 143, 173, 373, 690, 743, 999, 0, 0, 0, 0, 1, 3, 3, 3, 1, 0, 0, 0, 0, 0, 0, 1, 6, 25, 30, 29, 10, 1, 0, 0, 22, 4, 17, 5, 3, 0, 0, 1, 7, 9, 7, 10, 0, 0, 0, 0, 68, 105, 102, 79, 36, 0, 0, 0, 0, 0, 0, 0, 59, 95, 67, 16, 0, 0, 0, 0, 53, 44, 46, 47, 53, 51, 56, 54, 54, 60, 61, 49, "NORTHWESTERN FORESTED MOUNTAINS"
"884110", "ak055.crn", 1913, "ARSC", 63.08333, -147.8667, 100, -19, -5.6, -5.1, 2.8, 12.9, 20.2, 19.8, 16.8, 10.5, 0.6, -8.7, -11.9, -30.5, -18.2, -19, -11.1, -2.8, 4.1, 4.6, 2.9, -3, -11.2, -18.8, -22.8, -24.8, -11.9, -12.1, -4.2, 5, 12.2, 12.2, 9.9, 3.8, -5.3, -13.8, -17.4, 16, 20, 19, 5, 6, 9, 39, 125, 39, 16, 8, 11, 767, 336, 377, 152, 5, 0, 0, 0, 9, 179, 412, 539, 0, 1, 1, 4, 47, 215, 224, 148, 32, 3, 0, 0, 1321, 833, 934, 664, 664, 402, 176, 180, 254, 428, 725, 953, 1092, 0, 0, 0, 0, 1, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26, 29, 25, 6, 0, 0, 0, 16, 20, 19, 5, 2, 0, 1, 7, 16, 14, 3, 15, 0, 0, 0, 0, 74, 108, 101, 69, 32, 0, 0, 0, 0, 0, 0, 0, 68, 99, 62, 0, 0, 0, 0, 0, 46, 48, 43, 47, 49, 51, 54, 56, 55, 53, 56, 51, "NORTHWESTERN FORESTED MOUNTAINS"
"884325", "ak055.crn", 1998, "ARSC", 63.08333, -147.8667, 100, -13.7, -7, -1.4, 6.7, 12.1, 17.8, 19.3, 15.8, 12.8, 1.8, -10.6, -13.1, -24.3, -19.9, -17.3, -7.1, -1.3, 4.6, 6.8, 4.3, -0.2, -9.3, -19.4, -22.8, -19, -13.5, -9.4, -0.2, 5.4, 11.2, 13.1, 10, 6.3, -3.7, -15, -17.9, 7, 5, 7, 10, 8, 41, 47, 152, 62, 9, 2, 8, 589, 379, 283, 61, 5, 0, 0, 0, 3, 145, 448, 556, 0, 0, 1, 13, 52, 186, 252, 154, 66, 4, 0, 0, 1144, 877, 850, 547, 547, 391, 206, 149, 249, 352, 676, 989, 1109, 0, 0, 0, 0, 1, 2, 3, 1, 1, 0, 0, 0, 0, 0, 0, 1, 10, 27, 30, 28, 13, 1, 0, 0, 7, 5, 7, 8, 2, 1, 1, 8, 4, 11, 5, 14, 0, 0, 0, 0, 69, 94, 95, 63, 35, 0, 0, 0, 0, 0, 0, 0, 61, 53, 48, 0, 0, 0, 0, 0, 52, 46, 39, 51, 56, 59, 61, 63, 58, 57, 60, 50, "NORTHWESTERN FORESTED MOUNTAINS"
"884540", "ak055.crn", 1983, "ARSC", 63.08333, -147.8667, 100, -13.1, -8.4, -2.8, 6.4, 13.6, 20, 20.1, 16.6, 10, 0.6, -6.3, -12.4, -24.2, -20.7, -20, -8.6, -1.1, 4.6, 7.2, 4.5, -2.7, -8.7, -16.5, -21, -18.6, -14.6, -11.4, -1.1, 6.3, 12.3, 13.7, 10.5, 3.6, -4, -11.4, -16.7, 19, 6, 11, 7, 3, 17, 37, 170, 54, 20, 2, 7, 579, 410, 355, 78, 3, 0, 0, 0, 10, 152, 341, 517, 0, 0, 1, 10, 67, 220, 270, 169, 31, 4, 1, 0, 1133, 908, 912, 573, 573, 364, 172, 134, 233, 431, 685, 880, 1071, 0, 0, 0, 0, 1, 4, 4, 1, 0, 0, 0, 0, 0, 0, 0, 1, 10, 27, 31, 28, 7, 1, 0, 0, 19, 6, 11, 6, 0, 0, 0, 7, 10, 19, 7, 11, 0, 0, 0, 0, 75, 106, 98, 66, 31, 0, 0, 0, 0, 0, 0, 0, 72, 89, 62, 0, 0, 0, 0, 0, 50, 48, 34, 47, 53, 53, 60, 62, 57, 62, 56, 55, "NORTHWESTERN FORESTED MOUNTAINS"
"884755", "ak055.crn", 1937, "ARSC", 63.08333, -147.8667, 100, -4.7, -14.1, -6, 1.2, 10.2, 19.6, 19.6, 16.7, 13.7, 5.4, -5.8, -13.2, -16.7, -25.8, -20.8, -11.9, -3.3, 3.9, 5.2, 3.1, -0.4, -6.2, -15.1, -25, -10.7, -19.9, -13.4, -5.3, 3.4, 11.8, 12.4, 9.9, 6.7, -0.4, -10.5, -19.1, 41, 13, 5, 16, 3, 37, 37, 207, 44, 20, 4, 7, 335, 559, 419, 180, 13, 0, 0, 0, 3, 67, 313, 592, 1, 0, 0, 3, 28, 203, 231, 149, 73, 12, 1, 0, 890, 1059, 976, 699, 699, 452, 188, 174, 253, 341, 573, 853, 1146, 0, 0, 0, 0, 0, 3, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 5, 26, 30, 25, 13, 2, 0, 0, 39, 13, 5, 16, 1, 0, 1, 11, 10, 26, 10, 16, 0, 0, 0, 0, 64, 105, 100, 69, 37, 0, 0, 0, 0, 0, 0, 0, 61, 68, 63, 0, 0, 0, 0, 0, 50, 48, 40, 49, 54, 52, 56, 57, 55, 57, 60, 55, "NORTHWESTERN FORESTED MOUNTAINS"
"884970", "ak055.crn", 1949, "ARSC", 63.08333, -147.8667, 100, -11.2, -15.8, -2.1, 1.4, 10.6, 14.5, 18.8, 18.6, 14.3, 2.6, -4.6, -16.2, -22.7, -28.2, -14, -12.3, -3.5, 2, 6, 4.3, 0.5, -7.4, -13.7, -27.4, -16.9, -22, -8.1, -5.5, 3.6, 8.2, 12.4, 11.4, 7.4, -2.4, -9.2, -21.8, 43, 22, 14, 5, 7, 38, 27, 61, 33, 16, 3, 9, 526, 617, 258, 184, 12, 1, 0, 0, 2, 112, 246, 674, 0, 0, 2, 2, 29, 104, 230, 198, 89, 6, 1, 0, 1081, 1117, 810, 703, 703, 448, 294, 175, 205, 319, 635, 814, 1229, 0, 0, 0, 0, 0, 1, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 5, 21, 30, 28, 16, 1, 0, 0, 43, 22, 14, 5, 3, 3, 0, 2, 9, 15, 7, 9, 0, 0, 0, 0, 65, 82, 94, 74, 38, 0, 0, 0, 0, 0, 0, 0, 59, 45, 67, 14, 5, 0, 0, 0, 50, 44, 51, 47, 52, 60, 60, 56, 56, 61, 61, 48, "NORTHWESTERN FORESTED MOUNTAINS"
"885185", "ak055.crn", 1903, "ARSC", 63.08333, -147.8667, 100, -16.9, -11.3, -5.4, 0.4, 11.3, 18.1, 18.6, 19, 11.9, -0.8, -12.6, -10.8, -30, -22.7, -24.5, -14.5, -4.6, 2.7, 4.4, 3.2, -2.9, -12.4, -22.5, -18.8, -23.4, -17, -15, -7.1, 3.3, 10.4, 11.5, 11.1, 4.5, -6.6, -17.6, -14.8, 18, 17, 27, 8, 4, 24, 32, 104, 38, 13, 5, 9, 726, 477, 466, 219, 13, 0, 0, 0, 7, 202, 523, 459, 0, 0, 0, 1, 27, 162, 200, 188, 40, 2, 0, 0, 1281, 975, 1024, 751, 751, 455, 229, 203, 216, 406, 766, 1066, 1012, 0, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23, 29, 25, 6, 0, 0, 0, 18, 17, 27, 8, 2, 1, 1, 4, 13, 16, 6, 14, 0, 0, 0, 0, 69, 99, 96, 77, 35, 0, 0, 0, 0, 0, 0, 0, 64, 74, 64, 0, 0, 0, 0, 0, 41, 50, 28, 42, 47, 53, 56, 52, 51, 53, 55, 45, "NORTHWESTERN FORESTED MOUNTAINS"
"885400", "ak055.crn", 2009, "ARSC", 63.08333, -147.8667, 100, -14.6, -10.9, -8.4, 4.1, 14.2, 18.7, 22.3, 17.5, 13.2, 3.9, -10.7, -12.1, -24, -21.6, -20.7, -11.2, -1.3, 4, 7.6, 4.9, 0.7, -5.7, -20, -20.1, -19.3, -16.3, -14.6, -3.6, 6.5, 11.3, 15, 11.2, 7, -0.9, -15.3, -16.1, 23, 12, 38, 3, 3, 30, 14, 146, 30, 12, 4, 9, 598, 457, 454, 137, 3, 0, 0, 0, 2, 77, 458, 501, 0, 0, 0, 4, 71, 191, 305, 192, 80, 10, 0, 0, 1153, 955, 1011, 647, 647, 358, 201, 102, 212, 332, 589, 999, 1054, 0, 0, 0, 0, 1, 2, 8, 2, 1, 0, 0, 0, 0, 0, 0, 0, 10, 26, 31, 29, 16, 3, 0, 0, 23, 12, 38, 3, 0, 0, 0, 5, 7, 13, 4, 11, 0, 0, 0, 0, 78, 100, 109, 69, 35, 0, 0, 0, 0, 0, 0, 0, 75, 69, 96, 0, 5, 0, 0, 0, 56, 53, 48, 44, 51, 55, 56, 60, 60, 64, 58, 56, "NORTHWESTERN FORESTED MOUNTAINS"
"885615", "ak055.crn", 1906, "ARSC", 63.08333, -147.8667, 100, -24.3, -7.5, -2.8, 4.3, 11.7, 17.9, 18.4, 18, 14, 2.8, -8.5, -17.2, -35.3, -22.4, -16.8, -12.8, -2.2, 3.4, 5.2, 3.5, -3.2, -8.5, -20.4, -27.7, -29.8, -15, -9.8, -4.2, 4.7, 10.7, 11.8, 10.7, 5.4, -2.9, -14.5, -22.5, 48, 15, 18, 14, 4, 26, 44, 78, 19, 10, 5, 18, 922, 421, 306, 154, 7, 0, 0, 0, 5, 123, 432, 696, 0, 0, 1, 4, 42, 170, 212, 176, 52, 6, 0, 0, 1477, 919, 862, 666, 666, 412, 221, 192, 227, 378, 649, 973, 1250, 0, 0, 0, 0, 1, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 7, 25, 30, 26, 6, 1, 0, 0, 48, 15, 18, 14, 1, 0, 1, 3, 15, 16, 8, 11, 0, 0, 0, 0, 68, 97, 93, 73, 39, 0, 0, 0, 0, 0, 0, 0, 64, 71, 50, 0, 19, 0, 0, 0, 46, 39, 44, 39, 54, 55, 59, 55, 45, 56, 49, 44, "NORTHWESTERN FORESTED MOUNTAINS"
"885830", "ak055.crn", 1915, "ARSC", 63.08333, -147.8667, 100, -9.2, -11, -1.6, 7.6, 15.7, 21, 23.6, 19.1, 12.8, -0.6, -8.6, -11.2, -20.9, -25.1, -14.8, -7.3, -1.4, 5, 7.6, 4.5, -0.1, -12.3, -17.9, -23.9, -15, -18.1, -8.2, 0.1, 7.1, 13, 15.6, 11.8, 6.4, -6.4, -13.3, -17.6, 13, 19, 36, 17, 2, 31, 19, 111, 81, 11, 5, 9, 467, 507, 261, 55, 2, 0, 0, 0, 3, 199, 397, 544, 0, 0, 2, 14, 85, 238, 329, 211, 68, 2, 0, 0, 1022, 1006, 815, 536, 536, 338, 151, 86, 194, 350, 760, 938, 1098, 0, 0, 0, 0, 2, 5, 11, 2, 1, 0, 0, 0, 0, 0, 0, 1, 9, 27, 31, 28, 14, 0, 0, 0, 13, 19, 36, 13, 0, 0, 0, 3, 12, 5, 4, 21, 0, 0, 0, 40, 84, 110, 116, 76, 35, 0, 0, 0, 0, 0, 0, 23, 82, 79, 97, 0, 0, 0, 0, 0, 50, 41, 47, 48, 47, 52, 53, 55, 58, 53, 59, 53, "NORTHWESTERN FORESTED MOUNTAINS"
"886045", "ak055.crn", 1926, "ARSC", 63.08333, -147.8667, 100, -3, -9.2, 0.5, 6.2, 13, 20.5, 19.8, 19.4, 13.6, 4.9, -4.7, -12, -12.8, -21.1, -10.3, -7.7, -1.3, 4.1, 6.6, 4.4, 0.2, -6.7, -13.4, -24.6, -7.9, -15.1, -4.9, -0.7, 5.9, 12.3, 13.2, 11.9, 6.9, -0.9, -9.1, -18.3, 21, 6, 36, 15, 7, 29, 54, 62, 89, 29, 3, 12, 253, 425, 178, 71, 4, 0, 0, 0, 3, 77, 246, 567, 2, 0, 5, 11, 60, 221, 254, 214, 79, 10, 1, 0, 803, 924, 712, 562, 562, 377, 171, 147, 191, 333, 588, 812, 1121, 0, 0, 0, 0, 1, 4, 3, 2, 1, 0, 0, 0, 0, 0, 1, 1, 10, 26, 30, 28, 15, 2, 0, 0, 18, 6, 35, 13, 2, 0, 1, 2, 20, 9, 9, 11, 0, 0, 0, 0, 73, 109, 98, 77, 36, 0, 0, 0, 0, 0, 0, 0, 66, 80, 43, 16, 0, 0, 0, 0, 59, 49, 57, 50, 53, 51, 59, 54, 57, 57, 63, 61, "NORTHWESTERN FORESTED MOUNTAINS"
"886260", "ak056.crn", 2008, "ARRC", 63.11667, -149, 100, -12.5, -12.3, -5.5, -1.7, 9, 14.8, 14.6, 12.9, 8, -7.6, -11.8, -12.8, -22.8, -23, -17.1, -12.3, -4.4, 2.7, 5.1, 2.9, -0.3, -15.1, -19.8, -23.9, -17.7, -17.7, -11.3, -7, 2.3, 8.8, 9.9, 7.9, 3.9, -11.3, -15.8, -18.3, 55, 17, 18, 53, 15, 76, 192, 100, 85, 38, 24, 28, 549, 496, 353, 214, 22, 1, 0, 0, 9, 348, 470, 569, 0, 0, 1, 2, 19, 118, 149, 95, 33, 0, 0, 0, 1104, 995, 910, 749, 749, 487, 277, 252, 315, 424, 913, 1012, 1122, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23, 29, 25, 13, 0, 0, 0, 55, 17, 18, 53, 9, 4, 9, 10, 41, 24, 24, 19, 0, 0, 0, 0, 60, 83, 74, 55, 25, 0, 0, 0, 0, 0, 0, 0, 44, 7, 0, 0, 0, 0, 0, 0, 54, 52, 51, 56, 54, 61, 69, 67, 71, 67, 64, 57, "NORTHWESTERN FORESTED MOUNTAINS"
"886526", "ak056.crn", 1952, "ARRC", 63.11667, -149, 100, -15.2, -10.7, -9.3, -2.2, 4.4, 15.4, 15.4, 13, 7.5, -0.2, -2.9, -8.8, -28.9, -21.3, -22.2, -13.3, -7.2, 1.8, 4.9, 1.6, -3.3, -8.5, -12.5, -21.2, -22, -16, -15.8, -7.7, -1.4, 8.6, 10.2, 7.3, 2.1, -4.3, -7.7, -15, 35, 15, 18, 5, 19, 74, 129, 93, 115, 52, 34, 11, 683, 450, 491, 238, 89, 1, 0, 0, 18, 159, 228, 466, 0, 0, 0, 1, 5, 113, 157, 82, 19, 4, 2, 0, 1238, 949, 1049, 771, 771, 601, 283, 244, 333, 477, 695, 771, 1019, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20, 29, 20, 6, 1, 0, 0, 35, 15, 18, 5, 14, 4, 5, 11, 21, 36, 29, 40, 0, 0, 0, 0, 0, 87, 79, 57, 26, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 40, 53, 45, 54, 57, 57, 66, 63, 62, 66, 60, 49, "NORTHWESTERN FORESTED MOUNTAINS"
"886792", "ak056.crn", 1951, "ARRC", 63.11667, -149, 100, -15.9, -14.6, -13.1, 0, 9.9, 15.1, 17.2, 13.6, 8.5, -3.9, -7.2, -14.5, -27.2, -25.7, -27.9, -9.2, -4.5, 1.3, 5.6, 3.4, -0.8, -13.4, -15.9, -25.8, -21.5, -20.2, -20.5, -4.6, 2.7, 8.2, 11.4, 8.5, 3.9, -8.7, -11.6, -20.1, 33, 46, 12, 9, 9, 57, 70, 111, 68, 36, 30, 40, 668, 565, 637, 163, 18, 1, 0, 0, 9, 225, 346, 624, 0, 0, 0, 3, 22, 103, 197, 110, 33, 1, 0, 0, 1222, 1065, 1195, 678, 678, 474, 295, 205, 297, 424, 830, 886, 1178, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 18, 30, 26, 12, 0, 0, 0, 33, 45, 12, 9, 5, 4, 2, 9, 20, 18, 86, 30, 0, 0, 0, 0, 63, 86, 86, 56, 27, 0, 0, 0, 0, 0, 0, 0, 55, 29, 17, 0, 0, 0, 0, 0, 48, 50, 37, 62, 51, 56, 63, 67, 68, 60, 62, 46, "NORTHWESTERN FORESTED MOUNTAINS"
"887058", "ak056.crn", 1923, "ARRC", 63.11667, -149, 100, -12.8, -7.6, -7.6, -0.8, 7.5, 14.6, 17.5, 17.9, 7, 2.2, -6.3, -16.1, -26.5, -18.6, -22.5, -11.2, -4.6, 1.9, 5, 3, -1.3, -5.4, -15.4, -27.8, -19.7, -13.1, -15.1, -6, 1.5, 8.2, 11.2, 10.4, 2.9, -1.6, -10.9, -21.9, 43, 47, 58, 9, 75, 88, 49, 53, 92, 19, 20, 6, 610, 369, 470, 195, 32, 1, 0, 0, 14, 92, 326, 678, 0, 0, 0, 2, 14, 104, 192, 166, 24, 8, 1, 0, 1165, 867, 1027, 719, 719, 513, 294, 211, 237, 455, 610, 866, 1233, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21, 29, 25, 10, 3, 0, 0, 43, 47, 58, 9, 49, 6, 1, 2, 46, 57, 31, 10, 0, 0, 0, 0, 54, 83, 89, 73, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 21, 0, 0, 0, 0, 41, 53, 39, 58, 57, 59, 61, 54, 71, 70, 61, 58, "NORTHWESTERN FORESTED MOUNTAINS"
